time_created,old_sentiment,derived_sentiment,sentiment,open,close,volume,predicted_closing
2021-11-06,0.6759259259259259,0.7129629629629629,0.6944444444444444,151.697,151.088,65463900.0,152.66060452524218
2021-11-07,0.7154696132596685,0.6906077348066298,0.7030386740331491,151.697,151.088,65463900.0,152.79365951191102
2021-11-08,0.6696574225122349,0.5742251223491027,0.6219412724306689,151.217,150.249,55020900.0,151.05592539320097
2021-11-09,0.6886942675159236,0.5748407643312102,0.6317675159235668,150.009,150.618,56787900.0,149.99453672438798
2021-12-15,0.646621945376138,0.5136559655007187,0.5801389554384284,174.887,179.072,131063300.0,174.1868594785698
2021-12-16,0.6084507042253521,0.5327967806841046,0.5706237424547284,179.052,172.041,150185800.0,178.22356965899212
2021-12-17,0.6148491879350348,0.5150812064965197,0.5649651972157773,169.714,170.922,195432700.0,168.75531309758168
2021-12-18,0.6415094339622641,0.6528301886792452,0.6471698113207547,169.714,170.922,195432700.0,170.02799655582098
2021-12-19,0.6296296296296297,0.6790123456790124,0.654320987654321,169.714,170.922,195432700.0,170.1387103390529
2021-12-20,0.624493106244931,0.5579886455798865,0.5912408759124088,168.066,169.534,107499100.0,167.50658319762508
2021-12-21,0.6869195046439629,0.5541795665634675,0.6205495356037152,171.342,172.77,91185900.0,171.2513000893416
2021-12-22,0.7145343777197564,0.5926892950391645,0.6536118363794604,172.82,175.417,92135300.0,173.2479180613474
2021-12-23,0.6789033457249071,0.570631970260223,0.6247676579925651,175.626,176.056,68356600.0,175.62017190383654
2021-12-24,0.6490384615384616,0.6201923076923077,0.6346153846153846,175.626,176.056,68356600.0,175.77263340384576
2021-12-25,0.6571428571428571,0.7047619047619048,0.680952380952381,175.626,176.056,68356600.0,176.49001805900977
2021-12-26,0.6337209302325582,0.6744186046511628,0.6540697674418605,175.626,176.056,68356600.0,176.07382417620184
2021-12-27,0.7337180544105524,0.5507007419620775,0.642209398186315,176.865,180.101,74919600.0,177.134862310501
2021-12-28,0.6690821256038647,0.5483091787439613,0.6086956521739131,179.931,179.062,79144300.0,179.6960099391633
2021-12-29,0.6203389830508474,0.5683615819209039,0.5943502824858757,179.10199999999998,179.152,62348900.0,178.64112991003088
2021-12-30,0.6246246246246246,0.5725725725725725,0.5985985985985987,179.242,177.973,59773000.0,178.84754136053277
2021-12-31,0.6088193456614509,0.577524893314367,0.5931721194879089,177.863,177.344,64062300.0,177.37823054811778
2022-01-01,0.6302816901408451,0.7394366197183099,0.6848591549295775,177.863,177.344,64062300.0,178.79771988715413
2022-01-02,0.6292134831460674,0.6685393258426966,0.648876404494382,177.863,177.344,64062300.0,178.240638611858
2022-01-03,0.6570915619389587,0.5038898862956314,0.5804907241172951,177.604,181.778,104487900.0,176.9217154885703
2022-01-04,0.554368932038835,0.5676375404530745,0.5610032362459547,182.398,179.471,99310400.0,181.43590889814112
2022-01-05,0.5865209471766849,0.5601092896174863,0.5733151183970856,179.381,174.697,94537600.0,178.59573998250914
2022-01-06,0.6154867256637168,0.5920353982300885,0.6037610619469026,172.48,171.781,96904000.0,172.13458049357425
2022-01-07,0.6314878892733564,0.5628604382929643,0.5971741637831603,172.67,171.951,86709100.0,172.2234706370547
2022-01-08,0.6208791208791209,0.6813186813186813,0.6510989010989011,172.67,171.951,86709100.0,173.0583279247977
2022-01-09,0.6287425149700598,0.688622754491018,0.6586826347305389,172.67,171.951,86709100.0,173.17573851603717
2022-01-10,0.6226993865030674,0.5836985100788782,0.6031989482909729,168.865,171.971,106765600.0,168.49436630737262
2022-01-11,0.6691449814126395,0.5362453531598513,0.6026951672862454,172.101,174.857,76138300.0,171.73734732940213
2022-01-12,0.6292629262926293,0.5720572057205721,0.6006600660066007,175.896,175.307,74805200.0,175.51817385299913
2022-01-13,0.5503177966101694,0.6038135593220338,0.5770656779661016,175.556,171.971,84505800.0,174.81133498360367
2022-01-14,0.5585365853658537,0.6165853658536585,0.5875609756097561,171.122,172.85,80440800.0,170.51956971000703
2022-01-15,0.5873015873015873,0.7883597883597884,0.6878306878306878,171.122,172.85,80440800.0,172.07193517629375
2022-01-16,0.5592105263157895,0.7236842105263158,0.6414473684210527,171.122,172.85,80440800.0,171.35383335203986
2022-01-17,0.5576923076923077,0.7564102564102564,0.657051282051282,171.122,172.85,80440800.0,171.5954115526945
2022-01-18,0.5671414038657172,0.6042726347914548,0.5857070193285859,171.292,169.584,90956700.0,170.66164342690394
2022-01-19,0.6068222621184919,0.5789946140035906,0.5929084380610413,169.784,166.018,94815000.0,169.2582472313911
2022-01-20,0.5615384615384615,0.578021978021978,0.5697802197802198,166.768,164.301,91420500.0,165.87040286003682
2022-01-21,0.5761183261183261,0.5966810966810967,0.5863997113997114,164.211,162.203,122848900.0,163.55902497632968
2022-01-22,0.5411764705882353,0.6411764705882353,0.5911764705882353,164.211,162.203,122848900.0,163.6329782752949
2022-01-23,0.5606617647058824,0.7205882352941176,0.640625,164.211,162.203,122848900.0,164.3985353684314
2022-01-24,0.5700231481481481,0.5607638888888888,0.5653935185185185,159.816,161.414,162294600.0,158.81873497013373
2022-01-25,0.5620324189526185,0.6178304239401496,0.589931421446384,158.778,159.577,115798400.0,158.15588719256093
2022-01-26,0.5912596401028277,0.5929734361610969,0.5921165381319623,163.292,159.487,108275300.0,162.7243347504965
